-4.0e0 -4.0e0 5.7776e0 5.7776e0
-3.836736e0 -4.0e0 5.4576999e0 5.4576999e0
-3.673472e0 -4.0e0 5.1512e0 5.1512e0
-3.510208e0 -4.0e0 4.8579e0 4.8579e0
-3.346944e0 -4.0e0 4.5779999e0 4.5779999e0
-3.18368e0 -4.0e0 4.3115e0 4.3115e0
-3.020416e0 -4.0e0 4.05832e0 4.05832e0
-2.857152e0 -4.0e0 3.81842e0 3.81842e0
-2.693888e0 -4.0e0 3.59185e0 3.59185e0
-2.530624e0 -4.0e0 3.37861e0 3.37861e0
-2.36736e0 -4.0e0 3.1787e0 3.1787e0
-2.2040959e0 -4.0e0 2.99211e0 2.99211e0
-2.0408319e0 -4.0e0 2.8188399e0 2.8188399e0
-1.8775679e0 -4.0e0 2.6588998e0 2.6588998e0
-1.7143039e0 -4.0e0 2.5122998e0 2.5122998e0
-1.5510399e0 -4.0e0 2.3790298e0 2.3790298e0
-1.3877759e0 -4.0e0 2.2590799e0 2.2590799e0
-1.2245119e0 -4.0e0 2.15245e0 2.15245e0
-1.0612479e0 -4.0e0 2.0591599e0 2.0591599e0
-8.979839e-1 -4.0e0 1.9791928e0 1.9791928e0
-7.347198e-1 -4.0e0 1.912553e0 1.912553e0
-5.714558e-1 -4.0e0 1.8592389e0 1.8592389e0
-4.081918e-1 -4.0e0 1.8192549e0 1.8192549e0
-2.449278e-1 -4.0e0 1.7925972e0 1.7925972e0
-8.16638e-2 -4.0e0 1.7792671e0 1.7792671e0
8.16002e-2 -4.0e0 1.7792645e0 1.7792645e0
2.448642e-1 -4.0e0 1.7925894e0 1.7925894e0
4.081282e-1 -4.0e0 1.8192409e0 1.8192409e0
5.713922e-1 -4.0e0 1.8592209e0 1.8592209e0
7.346562e-1 -4.0e0 1.9125288e0 1.9125288e0
8.979202e-1 -4.0e0 1.9791638e0 1.9791638e0
1.0611842e0 -4.0e0 2.0591199e0 2.0591199e0
1.2244482e0 -4.0e0 2.1524199e0 2.1524199e0
1.3877122e0 -4.0e0 2.2590298e0 2.2590298e0
1.5509763e0 -4.0e0 2.37898e0 2.37898e0
1.7142403e0 -4.0e0 2.5122499e0 2.5122499e0
1.8775043e0 -4.0e0 2.6588399e0 2.6588399e0
2.0407683e0 -4.0e0 2.8187799e0 2.8187799e0
2.2040323e0 -4.0e0 2.9920299e0 2.9920299e0
2.3672963e0 -4.0e0 3.17862e0 3.17862e0
2.5305603e0 -4.0e0 3.3785199e0 3.3785199e0
2.6938243e0 -4.0e0 3.59176e0 3.59176e0
2.8570883e0 -4.0e0 3.81833e0 3.81833e0
3.0203523e0 -4.0e0 4.0582199e0 4.0582199e0
3.1836163e0 -4.0e0 4.3112999e0 4.3112999e0
3.3468803e0 -4.0e0 4.5779e0 4.5779e0
